,ID,text,labels
2626,1385727960515104768t,#WorldNews #Astrazeneca #Covid Norway : Risk of Dying From AstraZeneca Higher Than of COVID - 19  via ,side-effect
2627,1333628361764028419t,"     You've got the misimpression of lives saved , magical powers of any vaccine . The only thing out there is so far is a company press release . The data have to be thoroughly reviewed internally FDA and externally . It is being done in a hyper - accelerated way .",rushed
2628,1382466076739522561t,"Federal health agencies called for a pause on the one - dose Johnson & Johnson vaccine after six people in the U . S . developed a rare blood clot disorder after receiving it . But that alarm being sounded , experts say , could prove to be a good sign . ",side-effect
2629,1306353666291572736t, : Why have you stopped talking about hydroxychloroquine and the fact that - in combo with zinc and azythromycin - CURES Covid - 1984 ? Why are you pushing the vaccine narrative ? What false prophets are you listening to ?,religious
2630,1333099841711271936t,"Anybody hear Adm . Giroir on  ? They plan to give the vaccine to the most “ at risk groups for high impact ” like “ the elderly & minorities ” . Lets vaccinate the herd so young white people stay safe . Instead , say “ elderly in facilities & front line ” #medicalracism #COVID19",mandatory
2631,1310120123576049670t,  Your really showing your true colours now Boris aren't you ... Why do you think D Trump defunded THE WHO ? ARE YOU REALLY THAT STUPID to follow Fauci and Bill Gates ... We'll your son can have the first covid - 19 vaccine and see how he does ...,political
2632,1297651906710589446t," Well now I ’ m not trusting any vaccines you guys announce . You listen to Trump instead of scientists , so who knows what you will try to poison us with on a mass scale . And NO , I ’ m not anti - vaccine . I ’ m anti unsafe vaccines and listening to Trump is extremely unsafe !",conspiracy political side-effect
2633,1374774531513012227t,"HAHAHHA 😂 🤣 🤣 The front line workers don't want the life - saving vaccine . The front line workers have to be "" encouraged "" to take the life - saving vaccine . HAHAHA 😂 😂 😂",side-effect
2634,1288151609822916611t," I had seen the video too , I am in 2 minds about the whole vaccine thing , would need to know lot about side effects before agreeing to have it",side-effect
2635,1339470315584446466t,"  I'm wondering how many ' experts ' engaged , in a respectful , non - dismissive way with those expressing fears about vaccine side effects ... Telling people they're idiots because they're not ' following the science ' doesn't necessarily qualify as far as I'm concerned .",side-effect
2636,1347965471455375363t," As you know Pfizer Biontech vaccine uses novel mRNA technology - we realistically do not know the long - term behaviour for how a delayed dose will work . Yet , the UK has decided to make that decision when the people who are now getting it - are the highest at risk in society .",ineffective
2637,1305319977147342849t,"   No . I'm not an expert , but all the fantastic scientists out there are still scratching their heads as no one has yet discovered the etiology of the Covid 19 disease . Until they do all this vaccine stuff is just tits on a bull . G6PD deficiency might be a clue .",rushed
2638,1379799114809012224t,"🇪 🇺 💉 The European Medicines Agency has officially announced their findings of a possible link between the #Corona #AstraZeneca vaccine and blood clots , and more and more European countries halt its use . ",side-effect
2639,1296309489008652289t," Be sure and trust this guy's vaccine : one part attentuated virus , 9 parts toxic waste ( from Russian , very pure )",ingredients
2640,1337799541224054785t,"  Pfizer , Moderna and all those companies making vaccines are for - profit . You guys want equality and humanity ? ? No country should be allowed to over - order vaccines just because they have the money to do it . Only take what you need . THAT is humanity .",pharma
2641,1264948455182565376t,"CATASTROPHE : 20 % of Human Test Subjects Severely Injured from Gates - Fauci Coronavirus Vaccine by Moderna - "" ... three volunteers developed Grade 3 systemic events defined by the FDA as “ Preventing daily activity and requiring medical intervention . “ ",side-effect
2642,1352799810340970496t,So you ’ re telling me that the vaccine has been tested but yet none of the three manufactures actually has the live virus in their tests 🥴 🥴 🥴 yall mf trippin,rushed
2643,1369871364585181185t,Search Results from the #VAERS Database 25 y . o . ♀ ️ full right side #Paralysis after #modernavaccine ,side-effect
2644,1333140872221831172t,"    Yeah with a vaccine that majority of us DONT NEED , i am fit , healthy and have a great immune system . Also i want the OLD NORMAL BACK , not new .",unnecessary
2645,1228085814724354049t," Hard pass on poorly tested biologics , all manufactured by felonious companies who have been caught and charged for hiding damaging data that resulted in thousands upon thousands of of deaths and untold injuries . Merck , Sanofi , Pfizer and GSK are all felonious companies .",pharma rushed
2646,1347884495723229185t,"Covid receding ? On it's own ? No vaccine ? Can't be , surely not ... ",unnecessary
2647,1359454232202543105t,  The vaccine that it's manufacturers say just slightly reduces symptoms of a virus that is 80 % asymptomatic and won't prevent catching or spreading the virus with no studies on long term side effects ? It's the Covid 1 vaccination all over again . ,ineffective rushed
2648,1327267237007331332t,"Long term effects of covid I ’ m willing to risk ( if any ) way more then a vaccine powered by world depopulating gates , thanks anyways",conspiracy pharma
2649,1382289125244612613t,"Who is impacted ? The 6cases of CVST under investigation by the agencies occurred among women aged 18 to 48 who received the Johnson & Johnson vaccine six to 13 days prior to developing symptoms . One of these women died , and another is in critical condition . ",side-effect
2650,1321726044366426112t,"  They have no exit strategy either , they think a vaccine will magically appear and voila everyone will forget about it . But the repercussions will last for some time .",side-effect
2651,1291918926192840704t,"    I believe it ’ s Bill Gates and Anthony Fauci . The vaccine will be worth billions if it ’ s delegated to be a MANDATORY vaccine ; which wouldn ’ t surprise me . No wonder the MSM , WHO , CDC , Media TECH giants R censoring positive info from Drs treating COVID - 18 with Hydroxychloroquine .",mandatory pharma
2652,1427121597517766669t,"  Disappointed to see a new Sinovac trial with addition of genetic adjuvant CpG 1018 . Supporters of that adjuvant don't seem to get idea of a "" traditional "" vaccine . And signals for cardiac events in Heplisav - B vaccine not resolved because the follow up study only required one dose .",ingredients side-effect
2653,1375244306492063753t,   The only reason for a vaccinated person to wear a mask is PTSD .,none
2654,1317340791363153921t,"J & J , Eli Lilly , and AstraZeneca ALL paused their #COVID19 #vaccine trials due to adverse reactions . And this is just a small subset of the population !        ",side-effect
2655,1376951608421023749t,  Its a year on . Unknowns remain around the efficacy of these new vaccines which usually take years in development as would any synthetic drug . Smart supplementation may help boost one's immunity and particularly those whose immune systems are impaired ( prior to vaccination ) .,ineffective
2656,1292393995604287488t,"A shot in the Dark : Incorrectly designed and rushed Covid - 19 vaccine could actually AGGRAVATE infection , Russian virology expert warns ",rushed side-effect
2657,1347855117442293762t,"If we were in a real Pandemic why would GP's need to be paid £ 12.50 per vaccination to apply ?  In Wales nurse who took Pfizer Vaccine got "" Covid "" and infected all her family 3 weeks after taken the Vaccine 👇",side-effect
2658,1285948350982950913t,"Nope not buying that . There is extensive research to show any vaccine will be RNA . It's no coincidence Gates in Aug 2019 , bought into the pharma company BioNTECH , which specialises in RNA vaccine development . This is the same company contracted by our gov . to supply any vaccine .",pharma
2659,1365296973826375680t,  Nobody should be masking or ' testing children ' for #covid unless ill . They have 0.00005 % risk from it . Concentrate on getting vulnerable & high risk ' vaccinated ' ( 2Doses ) . + 99 % will recover & build natural immunity . ' Cases ' data is propaganda . #MaskingKidsIsAbuse #NoMasksInClass,unnecessary
2660,1336428917507428352t,"   Bolox would have been a good name for the pfizer vaccine . All the good names have been chosen , like Pandemrix that's a great name . Shame it caused all that narcolepsy and the government had to pay out millions as theyd indemnified Glaxo from litigation in 2009 .",side-effect
2661,1338654611410980864t,"The fucking CEO of Pfizer said out of his own mouth , "" I haven't taken the vaccine because I don't want to cut in line . "" Nigga what ? ? ?",pharma
2662,1346861585936084993t,""" Without efficacy data , we should not be clearing any vaccine - Covaxin or anything else , "" says  in an interview for  .  ",ineffective rushed
2663,1453426078429679623t,Pfizer the covid shot they intend to give YOUR child ! ,none
2664,1338473543047262209t,     don't slander me with tinfoil schizo nonsense . you didnt dispute anything i actually said . there has never been a safe or effective mrna vaccine . this one rushed with all safety standards gone . pfizer admits allergic response & death in the trials . dangerous product . steer clear,ineffective rushed
2665,1363996081017749505t,"COVID - 19 Vaccine Maker Pfizer Paid $ 2.3 Billion In Largest Healthcare Fraud Settlement in History , But You Are Still Supposed To Trust Them With This Vaccine . ",pharma
2666,1335045489088196609t," The fuckers that are manufacturing & pushing the vaccine . Jab all of the wealthy class first , in OUR trial . See how it turns out for them first - they should be the guinea pigs .",mandatory
2667,1109125515347017728t,you didn ’ t mention that now 1 out of 5 healthy children all of a sudden having neurological issues after getting the vaccines ! you didn ’ t mention how people getting the flu vaccine get the flu and you didn ’ t mention how my sister in law who had the shingles vaccine got shingles,side-effect
2668,1263513964291543041t,    The vaccine is not even out of Phase 2 clinical trials . We don't even know if it's effective . Why spend money manufacturing a vaccine that may not work and need to be trashed ?,ineffective rushed
2669,1397711745993543682t,The European Union's drug regulator said on Wednesday it is reviewing the death of a woman in Belgium who suffered a blood clot and low platelets after receiving Johnson & Johnson's ( JNJ . N ) COVID - 19 vaccine . ​ ,side-effect
2670,1408884107258564608t,"  Was he in the Novavax trial ? Their execs have twice milked their shares dry , theyve never brought a vaccine to market ever but targeted the trial towards BAME ",pharma
2671,1364545432882405376t,Firing people for not being vaccinated and / or vaccine passports are total bullshit .,mandatory
2672,1252686746174795778t,   So does it mean you already have covid 19 to get them to see if they have a vaccine or will you have the Covid 19 put into your body and they have to try and get rid of it . If the vaccine doesn't work then are they going to save your life if you end up on a ventilator .,ineffective
2673,1364736637670981633t,"Arm soreness is common with any vaccine . Have y ’ all never had the flu shot , or any boosters ? ! ",side-effect
2674,1377142864287698952t,"     First , this is an early hypothesis based on early data - certainly not yet a fact . Second , we do know that a vaccinated nurse ’ s sister has become infected sooooo ...",side-effect
2675,1346704248000532482t,Physician in Mexico admitted to intensive care unit after receiving Pfizer vaccine -  ,side-effect
2676,1349828068827869191t," Covid Downgraded from High Infectious Disease back in March 2020 , PCR Tests that don ’ t pick up infectious viruses ( currently flu season or flu jab symptoms will show as positive ) Vaccine that don ’ t protect you or anyone else , Witty £ 60k shares on Pfizer , So many faults 🤷 ‍ ♂ ️",ineffective
2677,1334085299945807873t,"Imagine if the covid vaccine has a side effect that activates years down the line , then what ? 🤷 ‍ ♂ ️",side-effect
2678,1319951448684232704t," Buy a new kettle for example , ( well not from Wales ) , it comes with a 12 months warranty against defects by law .. Get a rushed vaccine and the company making the vaccine , have been granted full indemnity from any future prosecution relating to any vaccine related injuries ..",pharma rushed
2679,1218614790664458240t,   too late ! both girls are young women now . no vaccination under my watch . science lies for profits yet criminalizes prophets . the pattern is : CREATE THE PROBLEM THEN SELL THE CURE THAT CREATES MORE PROBLEMS ! agenda 1 / 2,conspiracy
2680,1333236123762634752t,Pfizer's COVID - 19 Vaccine Arrives at Chicago's O'Hare Airport : Source . We're NOT taking it ! ! ! 😡 😡 ,none
2681,1355859549752881155t,"    Peter , it sounds like you are the perfect candidate for the vaccine . Please do the world a favour and take yours . Have mine too . Take a free Darwin award on your way . 😂 😂 😂",none
2682,1340960021019029504t,    Yeah I ’ m not to keen about the Oxford vaccine . It hasn ’ t been tested enough with people with autoimmune conditions . Which I have 2 . Diabetes and rheumatoid arthritis .,rushed
2683,1253934145581039617t,Please don't get the corona virus vaccine . Tainted bad . Tainted blood supply . Please listen to Thomas Paines podcast below . It will open your eyes about this fake pandemic . Our government is covering up all of this . Trump doesn't know . Why are there so many more cases of,conspiracy political
2684,1298653767840268291t,  But its actually ineffective on the very age group that they reckon they want to protect . In fact those who have the flu vaccine have been more likely to get covid .,ineffective
2685,1303558136872271872t,This is what can happen when a new vaccine causes a negative reaction in a test patient . 💉 🦠 AstraZeneca vaccine trial paused to investigate ' a potentially unexplained illness 🦠 💉 ,side-effect
2686,1300193218273968130t, Makes me chuckle as they actually think there will be a coronavirus vaccine . There has never been any for the other six so he is basically saying that this is it . this is our life . fucking idiot,ineffective
2687,1330500164067360769t," Norbert , I was waiting for you to post on / about covaxin .. the effectiveness is not anywhere near what other vaccines have .. i e > 90 % ( You may check it out , it's far less )",ineffective
2688,1314888881926557696t,"CLINTON APOLOGIZES FOR EXPERIMENTING ON U . S CITIZENS AND MILITARY WITHOUT THEIR CONSENT AND IN SECRET ! ! WHY DO YOU THINK IT WOULD BE DIFFERENT WITH THIS HARDLY TESTED , SPIKED WITH DNA - CHANGING CELLS A . S . O . ' ' COVID - VACCINE ' ' ? ? ?",conspiracy political rushed
2689,1335653839047806976t, A ' vaccine ' for the complex lethal Covid - 19 Coronavirus after only a few months of ' research ' but no vaccine for the relatively less lethal ' common cold ' virus after centuries of fiddling with test tubes ; what are the pharmaceutical companies not telling us about the common cold ?,rushed
2690,1337522336178851840t,   We didn ’ t vote for the Pharmacidal cartel . No DNA - altering toxic Frankenshots . Violation of Nuremberg Code . No COV - IDs and health ‘ passports . ’ We do not consent .,conspiracy mandatory side-effect
2691,1375381513433313284t,    That's irrelevant . You will lose your freedom and ownership if you let this vaccine go forward . This is for all planned for agenda 2030 .,mandatory
2692,1338635806962049025t, Great but this Vaccine is the Trump Vaccine Warp Speed was developed by an emotionally unstable man that is killing us I will not get the Vaccine until I see evidence that it is truly bi partisan 🙂 not to mention Trump has stock in Pfizer 😡,political rushed
2693,1318477482341863424t,"NY Gov Cuomo goes ' full anti - vaxxer ' on #Covid - 19 vaccine , says people should be ' very skeptical ' | Oct 19 - "" the CDC and FDA "" don't have any credibility "" while Trump is in office and the public should be "" very skeptical "" of any vaccine pushed out . ",political
2694,1296934078097371136t,"With the survival rate of "" CORONA "" close to 100 % without a vaccine . What exactly will the purpose of the new vaccine be ? #VotePaulTayTulsaMayor2020",unnecessary
2695,1375737652641734656t,   No such thing as a safe vaccine especially these and the BS Flu vax,side-effect
2696,1352943566709018626t,"   No data exists to prove 1st dose post 6 wks = beneficial . This is Pfizer , WHO & Faucci ’ s conclusion . 2nd dose delay = dangerous policy not science . In Israel , vaccinated population data efficacy after 1st dose low 30 % . Initial data but supports Pfizer / WHO conclusion .",ineffective
2697,1354217084524261378t, Good job curing sick people with new treatments is the way to go . Screw the vaccine its useless by the looks of it on older people .,unnecessary
2698,1390449268985454592t,"Michael Yeadon , a former employee of Pfizer , said that the government rollout of the COVID - 19 vaccine is an attempt at "" mass depopulation "" with booster recipients expected to die within two years .",conspiracy
2699,1339284137409015808t,Health worker in Alaska had serious allergic reaction after Pfizer's vax ! Covid Vax was rushed instead of normal 2 year trials ! Sorry  I ’ m waiting to taking this vaccine ! ,rushed side-effect
2700,1096593271772639233t,"    Non sequitur ... I ’ ve had measles , I ’ ve had family members with polio , I ’ ve seen the reproducible direct adverse side effect of vaccination . For some unlucky people vaccination becomes a death sentence . That is an undeniable fact that is being hidden by half truths and rhetoric .",side-effect
2701,1327230889051389952t,If Pfizer Vaccine is a success then why did its CEO sell his holding / shares off ? Is he not confident ? Does he know something which we don ’ t ? ,pharma
2702,1285222464394584065t,      All those that are compliant will shed the fing thing through droplets and we will get dosed - same with seasonal flu 🤬 🤬 🤬 Then we will need hazmat protection .,side-effect
2703,1364507525706633216t,"Those who wish to protect themselves w / vaccine can . Once they have done so , they have nothing to fear from those that choose not to . Therefore no rationale exists for the idea and it is nothing more than a coercive assault on civil liberties !",mandatory
2704,1303732912727052293t,"So #AstraZeneca has paused the #Oxfordvaccine because of illness ( not #COVID19 , apparently , but maybe a side effect ) . Is this a good time to remind folks that 70 % of promising vaccines fail in Phase 3 trials ? Which is where we are now ( back me up on this one , you medical types ) .",rushed side-effect
2705,1375500033844449282t,"this whole covid vaccine , finna turn into segregation 😂 😂 ✌ 🏽 just watch .",side-effect
2706,1340027448478609408t," NO ! Just continue 2 wear your mask & suck it up . The rest of us will go about our lives . If we feel bad , we'll ask our doctor 2 prescribe HQC , zinc & a z - pack . Stop expecting the vaccine 2 cure you . It won't . You will likely get covid - 19 at some point in your life . Treat it !",ineffective
2707,1341662861085597699t,For the #vaccine * to be effective * you need 2 doses . But mastermind here is suggesting we only take one ... 🤦 🏻 ‍ ♂ ️ #Labour #Blair #Blairites #Covid19 #Pfizer #BioNTech,ineffective
2708,1417719372479700994t,Anyone who takes that rubbish doesn't love themself . Will  take that useless rubbish of a vaccine or will he take Pfizer ? ,ineffective
2709,1408495438697803777t, I researched this in Russian & was shocked that Russians are having SEVERE adverse events & dying from the Ru covid vaccines but they don't register them as vaccine deaths . I know a person whose father's friend died 3 days after having a vaccine ! That's why 16 % only vaccinated inRu,side-effect
2710,1336431199179464705t,"Fraud and idiocy discovered at Astra Zeneca . Chief Investigator of the Oxford - Astra Zeneca Vaccine Trial "" professor "" Andrew Pollard says that the lower dose was magically more effective ( "" 90 % - effective "" ) . It turns out that in the "" 90 % - effective "" group nobody was older than 55 . ",pharma
2711,1325871466374557696t,   Pfizer should be dismantled and driven to bankruptcy . And they are making the vaccines ?,pharma
2712,1335946334692577280t, Any idea on who is going to pay if the fertility of women is destroyed ? This is from one of Pfizer ’ s former vaccine executives . It may explain why we haven ’ t heard plans for pediatric trials as it wouldn ’ t be ethical to run such trials until we understand the fertility risk . ,side-effect
2713,1359888982604185603t, Wanting safe vaccines doesn't make someone anti - vaccine activist but being #CNN doesn't make you honest media.Are #COVID19 vaccines still in clinical trial stage ? - Yes . Do we know if safe ? - No . 2023 the earliest #RFKJr is right !,rushed
2714,1315801545032765442t,and Pfizer will now experiment their vaccines on younger people ( teenagers ) . Disgusting,pharma
2715,1312256417085231107t,"  Yes , fauci and obama sent the corona virus to wuhan along with 3.7 million for the chinese to "" study the risk of the corona virus "" ! However that virus has a patent which means man has changed it . Fauci stands to make millions off of the vaccine . #IDontTrustFauci",pharma
2716,1377646655781142538t,Video Man Has Horrifying Reaction to Johnson & Johnson COVID Vaccine stars loosing skin and they tell the public they are safe ! ,side-effect
2717,1432348843434258435t,""" New Zealand woman dies after ... 👉 receiving Pfizer vaccine . An independent vaccine safety monitoring board said the woman's death was ' probably ' due to ... 👉 myocarditis , an inflammation of the heart muscle . "" ",side-effect
2718,1326480829103616001t,Idc if the vaccine Pfizer created is 100 % effective and gives you super powers still not taking that shit tf,pharma
2719,1354068574613221377t,   So far since vaccination started we are seeing more deaths . But we are told the virus is more deadly . Meanwhile many experts would say that normally 🦠 as they mutated the get weaker ?,conspiracy
2720,1320925646625751040t,   Yes in year 2 . I still think a huge group of people either won't get the vaccine or won't have access to it . I also am not completely sold on the effectiveness of a rushed vaccine . Over time we will get it down to levels similar to the flu but I suspect that will take a few year,ineffective rushed unnecessary
2721,1383772434004725760t,"     A background rate for VITT ? It's zero , that's the point . These aren't normal CVSTs . Multiple independent scientists in Norway , Germany and even the UK have confirmed these are not 1 in a billion chance clusters of CVSTs but are caused by the #OxfordVaccine",side-effect
2722,1365711759085035527t," Fox 19 tells you 2 nuns died and dozens were infected with Covid . But I guess they ' forgot ' to tell you it happened just TWO DAYS after they were injected with the mRNA vaccine . That's not just yellow journalism , it's criminal . Everybody involved should be fired .",side-effect
2723,1341980905338855425t,"  Now my challenge to DOST , DOH and Vaccine czar , if they will inject themselves with Sinovac at 50 per cent efficacy rate in public with media coverage as mentioned by  I would believe them . If they not then how can they boost up the trust of Filipinos on vaccination ?",ineffective
2724,1319215535624773632t," If they force vaccine cards to enter nations , what makes anyone think they won't force vaccines onto Australians ? Or anyone else in foreign nations ?",mandatory
2725,1253728468505899008t, Isn ’ t that why they tell you wash your hands ? 😏 🤷 🏽 ‍ ♂ ️ If nobody can get smallpox even in a filthy environment then we don ’ t need your vaccine 💉 ,unnecessary
2726,1323217432224370689t,"    Exactly . Covid won't end with the vaccine neither , even if it works as good as the flu vaccines .",ineffective
2727,1371450350771843076t," Thank you ! I'm concerned about vaccine because I've already had COVID and the reactions can be worse in that case , and because of PIP because PIP . I'm sure it'll be fine though .",side-effect unnecessary
2728,1304797754003054594t,"Nope nope nope ! ! You don ’ t just resume a phase III trial in a few days after someone becomes seriously ill . This is not robust or safe vaccine development . No , no , no . Do not trust Astra Zeneca .",side-effect
2729,1370833375745998849t," Who the hell is not hugging their children even with no vaccine ? Uh , no one . This sounds crazy as hell to me . I will be glad when the day comes that Fauci is no longer asked to opine on COVID . He is a terrible spokesperson . Flip flopper and distributer of conflicting information .",political
2730,1374408780193013766t,  Goverment policy is force people to have the vaccine but we are all going to die in july ( whitty ) no questions asked by media or parliament to two totally contradictory ideas,mandatory
2731,1300070022925225984t,  Bill Gates is outside of any normal human reality - its empathy is that of a reptile - that's how you become a billionaire - think and act like a reptile . #degeneration of #humanity #BillGates predicts 700000 victims from corona vaccination ,pharma
2732,1433513524756549635t,"Few people know this , but bodily autonomy is when you ’ re told you have to take a newly minted vaccination to participate in daily life Thanks  for setting me straight - by chance , does my May - June Moderna shot prevent me from transmitting the disease to others if I have it ?",none
2733,1413016053613879323t,Young woman stricken with Tourette ’ s symptoms after 2nd dose of Moderna Vaccine … ,side-effect
2734,1369883037282930688t,"#VAERS 37 y . o . ♀ ️ pelvic haematoma #PfizerVaccine requiring #reproductive therapy #fertility #vaccineSideEffects #CovidVaccine "" oocyte retrieval on 01 / 13/21 ... . Retrieval ... was uneventful , but notable for 17 oocytes retrieved and only 10 were mature "" ",side-effect
2735,1326365573719203845t," Pfizer ( the vax company ) have had 80 offences in 20 years totalling almost $ 5000,000000 in fines with the top violations in health care related offences . I ’ ll take my chances with the 99.7 % survival ",political
2736,1412167587438473216t,"Open SmartNews and read ‘ Healthy ’ boy , 13 , dies suddenly in his sleep three days after getting second dose of Pfizer vaccine here :  To read it on the web , tap here : ",side-effect
2737,1432804365073625089t,Pfizer rebrand of their vaccine has a name which adds to the lie it gives immunity   ,ineffective
2738,1341936700625276928t," Like overseas , politicians will be first in line for Pfizer ( also people like Murdoch ) . They ’ ll be protected whilst we need are out there with continuous outbreaks.There are no trials to show if we can have Astra Z & Pfizer later . My view is refuse and demand Pfizer vaccine for all",rushed
2739,1283547031437541376t," Um , I ’ ll keep my RNA unadulterated , thank you very much .",side-effect
2740,1330955940749844483t,2 ] just short of eleven months and they presenting the vaccine which in normal development process will take 10 - 15 years to develop . Are you telling us you know the Covid virus will going to occur in 2019 so in around 2009 you started creating covid - 19 vaccine ? In a lawless UK,rushed
2741,1287652999637041152t," Yeah , why do I think this could turn into the opening of the Will Smith film I AM LEGEND very easily ... I'm not about to take a rushed Vaccine produced under a program called OPERATION WARP SPEED , it just doesn't feel like a good idea now does it ?",rushed
2742,1253263199782105088t,    There are deeply unsettling conflicts of interest between        Porton Biopharma . Please name all SAGE & Covid Vaccine taskforce members & declare COI ’ s & funding sources . Why the secrecy if you have nothing to hide ?,pharma
2743,1343945280807444481t,"   This vaccine doesn ’ t prevent spread just symptoms , so how would you get herd immunity with the vaccine . COVID - 19 is fake it ’ s just the flu . We ’ ve been scammed to take the poison , which will probably spread a real virus .",conspiracy ineffective side-effect
2744,1424717830000365574t,"  Your doctors and scientists are all getting their cues from Pfizer , which plays down and doesn't even mention many hospitalizations and deaths . It's part of the campaign to get everyone vaxxed . The fact remains people are being hospitalized and some are dying .",pharma side-effect
2745,1422714843891519489t,"Covid cases have almost DOUBLED in three days in one of the most vaxxed nations on earth , Israel . From 2088 on Saturday to 3818 on Monday . Cases are set to QUADRUPLE in 20 days . The Pfizer vax is just 16 % effective after 6 months . Red flag , surely ? ",ineffective
2746,1291131116812939265t,the same thing is going on in france he is recruiting volunteers to be infected by covid and receive the vaccine to see the effective cerebral void in some for my part my head and my mind have never been more open than now ( self - preservation I guess ),conspiracy
2747,1333529641190117380t,"Pfizer's Experimental Covid - 19 Vaccine — What You're Not Being Told | | Orinoco Tribune - News and opinion pieces about Venezuela : Pfizer ’ s long history of scandals , and the fact that they have never been held to account for their crimes , ",pharma
2748,1395500036444807175t,"   VITT hasn't been the best PR ... Speaking of which , I see Adrian Hill and John Bell have been giving TV interviews in which they claim not to be aware of any VITT cases after the 2nd dose of your vaccine So I'd like to officially make you aware , there are 15 Please stop lying ! ",side-effect
2749,1287260291810590720t,"Yes , we know . And just like the vaccine for covid ... I'm not taking the Mark of the Beast . If I have to suffer so be it . I know Jesus did the same for me !",conspiracy religious
2750,1287993613738098688t,"Big Pharma killing thousands by suppressing Hydroxychlorine use as an interim remedy , so they can make billions when they finally come up with a vaccine .",pharma
2751,1377068287763304456t,HORRIFYING : Man ’ s Skin ‘ Peeled Off ’ Due To Reaction From Johnson & Johnson COVID Vaccine via  #COVID19 ,side-effect
2752,1373976800141975559t, #CapitalismCOVID19 We are not silent about things and people that MATTER . It is shameful and a deceitful act in the government to push Johnson & Johnson COVID - 19 vaccine in our predominantly Black — underprivileged communities . All LIFE matters ! ,mandatory political
2753,1339397099838820353t,"    If its that easy for you to obtain the pfizer COVID - 19 vax leaflet included in the box by all means post it , you'd be a hero instead of today's twitter prick . We'll wait ... ✌ 👊 🇨 🇦 #SCAMDEMIC2020",none
2754,1329140532212338689t,   If they WERE safe and effective you wouldn't always have to preface the word vaccine with safe and effective . That's a conditioning technique .,ineffective side-effect
2755,1364570906828308488t,"J & J vax not much better ( 66 % ) than the Astra - Zeneca for preventing any COVID infection including moderate , and maybe inferior in terms of preventing severe illness ( 85 % ) . ",ineffective
2756,1336536639150071808t," Pfizer and BioNTech are developing a new version of the covid - 19 vaccine , First version is not out , second is on way , something is not right",ineffective
2757,1326082037757964289t,#BioNTech is set to make around 3billion from this #vaccine . Big pharma doesn ’ t give a shit about you lol . It ’ s all about the monehhh ,pharma
2758,1325964781820534784t,   Pssst news flash it does no good if people don't take it .. I'm waiting to see the data on it ... oh that's right don't understand math . My bad 👎 ,rushed
2759,1288813148372434944t,  💰 💰 💰 Fauci owns stock in Gilead and Moderna . He hired Surgisphere to write a phony study on HCQ . The Lancet recently retracted the entire study for FRAUD ! Yay Fraudulent Fucking Murderous Fauci 🤬 ,pharma
2760,1404705439808360451t,"  Struggling to get a decent vaccine for this coronavirus thing . You lot are pushing AZ which isn't all that good & kills people .  Approve today in exchange for supply , plz . Just as Israel did with Pfizer . or would that upset your AZ biz arrangements ?",side-effect
2761,1342814219134263296t,  The waiver from legal action is because of emergency authorization . The govts are not performing end to end diligence before mass rollout . Pfizer gets a similar waiver in the UK . ,rushed
2762,1347310098482421761t,Just saw on the news someone who never got covid but took the vaccine died two days later after the fact . Unless I saw and read that wrong but I believe it .,side-effect
2763,1334476137670520832t,"No claims , no trials , no compensation : Pfizer given protection from legal action by UK government The government has granted Covid - 19 manufacturer Pfizer a #legal indemnity protecting it from being sued - >  #Pfizer #Vaccine #Antivaxxers #PfizerVaccine",pharma political rushed
2764,1276232772957302784t,This is what were up against and the politicians on both sides know all about it WHY DO YOU STILL HAVE ANY FAITH IN THEM ! ! ! #Anonymous #BLM #BlackLivesMatter #Covid #Covid19 #Pandemic #Vaccine #vaccines #ACAB ,political
2765,1279420508593889280t,    I believe it was his polio vaccine ( could be wrong ) that killed and paralyzed more then the disease hurt . Please keep in mind his hands are all over this Covid research . His rapid tests already had to be pulled by the CDC .,side-effect
2766,1300148812216967168t,"were vaccine strain . In 2009 , the Gates Foundation funded tests of experimental HPV vaccines , developed by Glaxo Smith Kline ( GSK ) and Merck , on 23000 young girls in remote Indian provinces . Approximately 1200 suffered severe side effects , including autoimmune and fertility",side-effect
2767,1364167241055563778t,"A daughter of a doctor who died suddenly 3 days after getting the Moderna #covidvaccine made a tribute video & put it on TikTok . Because she mentioned the vaccine it was removed for "" going against community guidelines "" . Think of all the crap allowed on TikTok . #censorship is real",side-effect
2768,1255228833722138624t,      The government are overflating the numbers so they can force us to have vaccine ... also why you dont hear any news about possible cures . All the experts quoted funded by Bill Gates . It's a scam,pharma political
2769,1325867405139062784t, Pfizer vaccine may get into your body but it will never get DU Admission .,none
2770,1352940567118843907t,  He was just vaccinated by the new covid 19 vaccine a few days ago . 30 seniors have died days after the vaccine in Norway . I hope that vaccine's side effects didn't kill the poor guy .,side-effect
2771,1375781340000493568t, 99.8 % recovery rate ( if not more for all the people who had it and just stayed home ) . Plus we know that the vulnerable are those living with specific pre - existing conditions and elderly living in long term care so ... NO to vaccine passports or for making Covid vaccine mandatory .,mandatory
2772,1421532179935465472t,CDC : Almost 400 reports of heart inflammation in children after Pfizer's Covid - 19 vaccine - ,side-effect
2773,1328112538001809409t,      I have an issue with unnecessary scaremongering and forced vaccinations .,mandatory
