,ID,text,labels
1740,1274085285073207296t,".  Could #theCOVIDvaxx cause #autism ? According to new studies , if it contains glyphosate weed killer and / or aluminum , yes ! Consumers are asking the Top Ten Vaccine Manufacturers , CDC , Fauci and FDA to test the COVID vaccines for glyphosate and other toxins .",ingredients
1380,1371175104248418310t,Italy now bans it due to teachers death . Irish medical chief says use of AstraZeneca Covid jab should be suspended | Daily Mail Online ,side-effect
8201,1377370547043045378t,So fucking fucked off with fucking #Germany and it's fucking vaccination programme today . Fuck . I want my fucking second fucking shot of #AstraZeneca . Why is there never any explanation about what happens to people who have had one shot but not the second shot ?,political
4508,1325778224408911874t,   Depends if everyone is going to be forced to take the vaccine for a disease that has a 99 % + survival rate ... Given that behind this news the testing regime is nothing like normal pharma testing .,mandatory
2508,1363910279856275456t, The same vaccine that made some people sick ? Hard pass,side-effect
772,1364264324915728384t, Effective at what ? Lessening symptoms ? That isn't a vaccine . It's high - powered cold medicine .,ineffective
746,1330657973195202561t,"     Fine , you take the vaccine then ... personally , having had Covid - 19 & recovered , I won't by choice for the foreseeable future .",ineffective
2425,1353147358301876227t,"The #FauciOuchie ... not one damned but cute . Even Bill Gates admitted this "" vaccine "" ( which , by FDA's standards , it absolutely is NOT ) was going to kill 77000 people . The same Bill Gates whose Polio vaccine actually murdered tens of thousands . No , thanks ... I'm GOOD . 😒 ",pharma side-effect
8956,1384188736234160130t,"A clotting disorder that may be linked to the Johnson & Johnson Covid vaccine is very rare , but so severe — causing strokes in young people — that experts put the vaccine on hold . Here's what happened to some of the women who've had the condition . ",side-effect
5287,1293191258089938945t,"#RussianVaccine is either useless or may kill us all . Russia has been hiding coronavirus death tall numbers , lying about everything and wreaking havoc across the world for decades through covert operations . So yes , please , buy their vaccine Sputnik V .",country ineffective
9529,1333346627055210497t,"  To a disease with a 99 % recovery rate , so serious that you need a test to find out if you have it or not ? No thanks , you can stick your vaccine where the sun don't shine !",unnecessary
2067,1359158011261038592t,    Nah it is made by the government u just don ’ t do research and think for yourself you are not open minded that ’ s why I still think that the government cares about us the point of COVID - 19 and this vaccine is to lower the population . COVID - 19 is literally funded by bill gates .,conspiracy pharma political
5676,1379883958087733250t,"UK to offer under - 30s alternative Covid - 19 vaccine amid evidence linking AstraZeneca jab to blood clots but in Australia , we look like guinea pigs are getting vax AstraZeneca",side-effect
14,1317225707068674048t,  I see your a self declared business man ? What's your conflict of interest ? Do u have shares Oxford vaccine ? Shameful to encourage vaccine with unknown longterm implications ! Encourage & support #informedchoice #informedconsent Is history repeating itself ? ,mandatory rushed
6689,1406618132689600513t," Pfizer paid largest fine in corporate history for the opioids they bribed doctors to prescribe . Now same people foaming at the mouth to take their "" vaccine "" . The opioids killed more than covid ever did !",pharma
250,1374909960803418112t,"Well  has destroyed my belief that they are honorable , and I expect the numbers and quality / efficacy of the vaccine they produces is tainted until someone else can reliable investigate and report Yeah , That #Taint , every living vertebrate has one .",ineffective
5387,1327367328430886913t,Good thing Trump didn't have this presser before the election or he would have lost by a couple million MORE votes ! #WarpSpeedVaccine #Pfizer #MedicalFreedom #InformedConsent #VaccineInjuries #VICP #VaxxedTheMovie,political
574,1343154217951895556t,To suggest that our most vulnerable citizens should be given the least effective vaccine is completely unacceptable . The Astra Zeneca Oxford vaccine is just 62 % effective & should never be considered suitable for those with the highest chance of hospitalisation & death .,ineffective
7565,1333434722375118849t,"  I have GCA . Anything that triggers further autoimmune is dangerous ; I need to know the short / long - term risks ( no data yet ) even if I ’ m allowed the vaccine , which is currently uncertain . Resigned to being isolated / ostracised for years bc it ’ s safer than the vaccine alternative",side-effect unnecessary
8406,1326298212693630977t,"Just a short 5 minute video explaining the history of Pfizer , also highlighting the medical injuries and deaths caused by their medications . If you or someone you know are thinking of having this vaccine please watch and share this ",pharma
4883,1261203826276777984t,"   Wait for a vaccine ? ! We have a flu vaccine , but it ’ s not even 100 % effective because of mutated strains . What about overweight people ? More die annually to heart disease than corona will ever come close to . You must be one lazy piece of trash to say this truthfully .",ineffective
8135,1346499199228116992t,"Vaccine Death ! Portugal Father Wants ANSWERS ! Portuguese health worker , 41 , dies two days after getting Pfizer jab  via ",side-effect
3208,1334088486778003461t,"   Wouldn't they ? Pfizer have form for manipulating data , they are currently being sued in several jurisdictions over their "" misinformation "" on Zoloft . All govs indemnified the vaccine manufacturers , there is no comeback for victims or their families in case of damage or death",pharma rushed
1977,1298846810929324032t,I wouldn ’ t take a vaccine this admin made available for a gazillion million dollars . I ’ d get covid again . These clowns can ’ t be trusted with that kind of science . This only makes me more terrified they will rush a vaccine to make their own miracle ...,pharma rushed
7493,1444655305841840131t,"   Sinopharm won't be trusted . So you have one vaccine . But unless you were vaxed in UK ( or EU , US + 17 ) likely that will not be allowed either",ineffective
5672,1366029044760915968t,"UK advances plans for vaccine passports to travel , enter stores  via  CONTROL . For a virus that has a 99 % survival rate . HMMM",mandatory
555,1327043394963697665t,"    And mostly they are not terribly effective . Plus , this is a completely novel vaccine as it is an RNA based one . Never done before . Pfizer's trial end date is listed as Dec 2022 .",ineffective
6616,1290308710963662849t," Moderna history  Gates financed vaccine programs history : HCG in tetanus vaccine in Kenya  Chad meningitis vaccine paralysis , deaths  Polio vaccine causes paralysis . ",side-effect
7199,1297985508153294848t,"The unelected , non licensed , “ health expert ” who was sued for violating anti trust laws wishes to save us all with his magic needle . Will you take the vaccine ? ? Seems to be a monopoly on treatment options here as well . ",rushed
4169,1354172582438830081t,"   So what ’ s the point in the vaccine ? It might lessen symptoms but then again it might not . You still might die , so what ’ s the point ?",ineffective
6869,1378304724492021762t,"Seven people die from blood clots after Oxford jab in UK – but no evidence of link , regulator says  - "" We still cannot rule out a link between cases of blood clots and the vaccine "" .",side-effect
7202,1349523253316837378t,"Holy smokes ! If I'm not mistaken , #Ukraine signed a deal with #China to buy 1.9 million doses of that #Sinovac #vaccine made in China . Only 50 % effective for $ 17 per does . #Zelensky , what are thinking dude ? Poor #Ukrainians . #COVID19 #pandemic .",ineffective
1285,1340066650851319808t," Yes - but Yellow Fever vaccine has components known to produce severe allergic reaction . RNA vaccines are supposedly benign ... Pfizer deliberately excluded all those ( hundreds ) displaying allergic symptoms after 1st jab & didnt document them , as they "" weren't part of the trial "" .",side-effect
1990,1325917044135571456t,    Do you think Pfizer would spend millions of dollors creating a vaccine this quick if there wasnt a 1.95 billion dollar payday for 100 million vaccination from the government ?,pharma
1865,1362497319942295553t,"  How come the WHO / other "" experts "" denounced herd immunity for COVID ? What makes this virus so special that decades of science suddenly gets thrown out the window ? Sorry not sorry , but I won't be taking this understudied and under - researched vaccine . Big Pharma can F * * * off .",pharma rushed
8848,1351274254793396224t,"Are Johnson , Hancock ,  snatching defeat from the jaws of victory with vaccines , but why , haven't they got as many doses as they claimed ? The media are packed with arts graduates who are incapable of individual logical thought and accept government agenda .",political
8449,1365265207510130692t," Now that the Queen has effectively told people they're selfish if they do not accept the vaccine , they're definitely going to have it now . Nothing like a bit of emotional blackmail .",mandatory
4377,1328498836634017792t," Star Link . Once it's fully operational the true 2nd wave to come and why operation warp speed is in affect to distribute this vaccine . All Virus's dating back to the Spanish Flu , the Godfather of the Corona Family . Are due to Radio / Micro - Waves . Prior their were only plagues .",rushed
2963,1293326220323459073t,   The first two corona vaccines made the diseases worse . This needs to be throughly tested .,rushed side-effect
3145,1339476079032078337t,"🚨 👇 Did you hear about this ? A Healthcare Worker in Alaska received the Experimental CV Vacc on Tuesday & had Anaphylactic Shock reaction like the 2 in the UK.But , has No History of Any Allergies Watch "" HEADS - UP : "" Glitches "" Begin to Surface in Pfizer Roll - Out "" ",side-effect
5988,1363867276978515978t,All vaccine stats will be mishandled fudged then buried same as those being vaccinated 😐,ineffective
4591,1381966514161647617t,"#US calls for pause #Johnson vaccine 6 cases cerebral venous sinus thrombosis ( #CVST ) among women between the ages of 18 - 48 , with symptoms between 6 - 13 days after vaccination . Out of 6.8 million doses given ( 0.00009 % ) . Similar to #AstraZenaca ",side-effect
5270,1366074964198256640t,"    nothing to do with the vaccine , non vac and low vac countries all having same massive fall in ' cases ' and deaths .",side-effect
7688,1405563885982154753t,"In India "" extraordinary circumstances of the pandemic "" , started when we started using AstraZeneca Name one approved vaccine pre - 2020 with this kind of severe adverse events being recorded in different countries in healthy young people at literally no risk ",side-effect
5363,1355380072740478981t,"He got vaccine 1 / 5/2021 , died 1 / 22/2021 . Didn't make it 3 weeks after the DEATH VACCINE !",side-effect
3107,1400847569941532675t,"Does this in any way justify permission to vaccinate Indians with Pfizer BioNTech vaccine ? Definitely , it doesn't justify indemnifying them from any legal claims . Serum Institute is justified in demanding similar legal protection , knowing its AZL vac can cause fatal blood clots . ",side-effect
5836,1369713651222011918t," The people who authored the paper belong to a group at Oxford Uni called the ' Uehiro Centre ' who have been pushing all mandatory vaccinations , vaccine passports and all sorts . ",mandatory
1547,1328345828344401922t,"🤨 Alex Azar : "" Moderna's coronavirus vaccine candidate is more flexible because it can be kept in regular freezer refrigeration . "" Now ask yourself which of the two vaccines is tied more to Trump and his administration ? One of the reasons I'm not rushing to take a vaccine !",political
8673,1384966245188001796t,Y ’ all get that vaccine you dumb asab 🥴 first johnson & Johnson now Pfizer showing that herpes can be a side effect the vaccine whaaat .,side-effect
6338,1280271033560444936t," Well , of course you can't have naturally acquired #HerdImmunity before the rushed to market #vaccine becomes available . Think of all that money wasted .",rushed
6145,1380467868207316992t,Donations paid to Cheshire lawyer who died of a blood clot after AstraZeneca COVID vaccination ,side-effect
188,1382297953176543232t,"Oh , the Vaccine currently banned due to deaths ? Inventor claims Brexit allowed scientists to develop Oxford jab ",side-effect
2903,1293223078848323587t," I won't take any vaccine from anywhere . COVID - 19 has a 99.96 % survivability rate . There is no need for a vaccine . Protect the vulnerable , let the rest live .",unnecessary
5938,1435141672350797834t,3rd person dies in Japan after receiving recalled Moderna COVID - 19 shot  ,side-effect
7595,1353695107803971584t,      First : Do we know if it was the vaccine that killed these people ? Second : NO therapy is 100 % safe . It is always a matter of benefit / cost analysis . I agree that cases like these MUST be investigated . I expect to be about 80 - millionth person to get 1st dose . I'm not worried !,side-effect
8037,1335625866857095172t," : Their PR released little safety . Announced 2 mths and incomplete data . Revealed are "" solicited "" symptoms + 7D dose . 0 data on AE / SAE , severity , dropouts , med attended , relationship , intermittent or continuous , & resolution  ",side-effect
1211,1298039153188274176t,"Good Lord . I hope this is overridden by our medical community . I will * not * be taking any vaccine that was "" approved "" by shortcuts . Hoping for a REAL , approved , safe vaccine very soon !",rushed side-effect
4027,1372956486696062984t,AstraZeneca off the hook : Autopsy ‘ conclusive ’ death of Spanish teacher was not linked to Covid - 19 vaccine — RT World News  Then why is Sweden adamant that the vaccine is still too dangerous to use ?,side-effect
9336,1253350489640615937t,"I personally won't be a guneapig year one of they vaccine so I'll wait a cpl years , to make sure people's ears don't fall off first",side-effect
333,1290444599278829570t,"Older , but a vaccine is on the horizon . So the NIH is in bed with Moderna to produce a vaccine : conflict of interest ? Pshaw . The NIH declaring HCQ dangerous two days ahead of the FDA - ans so removing competition - is not conflict of interest ( also 9 members of the board Gilead ) .",side-effect
3044,1363982033131876353t,"     There is no proof that it does . Using the govt logic of assuming the worse , that we have the virus , we must also use worst case scenario and assume that the vaccine doesnt stop transmiddion or infectionunti proven that it does , or does that logic change if it does not conform ?",ineffective
9807,1355285590242074625t,"#breastfeeding #modernavaccine #Pediatrics "" my son developed a fever x24 - 36hours and diarrhea ... I am reporting this as a possible reaction to the Moderna COVID 19 vaccine I received that could have some how passed through the breastmilk to him . "" ",side-effect
9213,1445948395856674822t,"Stop muna !    Sweden , Denmark pause Moderna COVID - 19 vaccine for younger age groups ",side-effect
7878,1353346425762033665t,"Title : Gates Found convinced Oxford to sell its vaccine right exclusive to AstraZeneca 💬 : The guy who was the first scientist for the vaccination , was a genius by nature , to work in the world of medical research . "" The vaccines in the UK are not a good idea if you are …",pharma
7513,1312844247763161090t,  More evidence of the damages from and ineffectiveness of vaccines and that the authorities have hidden this from the public .,ineffective side-effect
9725,1262227069225725952t,   Let ’ s say the survival rate is 98 % then . Are you gonna completely ignore how the death numbers are inflated due to the incentivization in the first place ? How about how 39 % of veterans who got the influenza vaccine in 2019 - tested positive for Covid ? Hoax ’ d . ,ineffective
1107,1336705244181520385t,"People with serious allergies told to avoid Pfizer vaccine after two rea ...  via  Tam - Tam just confirms , we are lab rats",side-effect
1645,1317267791481896961t,Didn ’ t enough elderly #die from #coronavirus ? Now they have no choice about getting #COVID #vaccine ? Has it been tested on that age group ? NO ! How about all the people who work there ? Kiss their asses goodbye !   ,none
8787,1438312424474509312t,"  It's not . But looks like definitely it ties govt to ' outlawing ' the ' harmless ' early treatments : which is criminal . Our Covid health policy is effectively tied to Pfizer's treasury , taking out our volition entirely : our only choice is to vax with pfizer , so I won't .",pharma political unnecessary
7612,1377389216397594625t, So I ’ m automatically just labeled as an anti - vaxxer and yet you claim to be a defender of freedom ? Gtfoh with that nazi bull 💩 ...,political
5373,1439742149894025216t," I had COVID 19 in Aug 2020 , tested positive for antibodies and got both Moderna doses . However , I'm reading that the vaccine only lasts 6 months & u can still get COVID even if vaccinated . So what r the reasons 4 mandating the vaccine ? What is the logic ?",ineffective mandatory
2178,1344660009288945666t,"Bill Gates and co must be stopped , he created computer viruses so he can create antivirus . Now he's in the forefront of covid - 19 in order to create vaccines for profit . This is human life we're talking about , these people must be stopped we're not goods / stock etc !",pharma
9652,1339280109270953987t,if the covid vaccine is so beneficial why do they want us to sign a contract if any consequences occur 💔,side-effect
3384,1350066426585833475t,"In Norway 13 Deaths after Pfizer ’ s Vaccine . Health Authority : “ Normal , they are Elderly and Frail ” . Investigations on Us Physician Dead -  ",side-effect
9429,1307759154724057089t,"    Look up the definition of "" placebo "" . It CANNOT be an active substance / drug . It has to be an INERT substance like saline . AstraZeneca is using a Meningitis vaccine ( definitely an active drug ) as its placebo , totally violating the scientific method and any scientific principles .",conspiracy pharma
607,1333523218578063360t,          Why push Moderna ? Gates vaccine co ? No one trusts Moderna / Gates ! Not Trumpsters or anyone in Africa ! Moderna new co no vaccine ever !,pharma unnecessary
658,1364625693053747213t,Vaccine passports are discriminatory and a gross violation of our privacy and freedoms . We cannot allow them to become an accepted and normalised aspect of travel .,mandatory
5569,1332812761194135552t," I will be cautious about western Covid vaccines , one from China or Russia are off the table for me , unless screened by western scientists .",country
1250,1426813689475125255t,"   Absolutely agree to David Bull ! Just see what Mike Yeadon , who was vaice president at Pfizer for 16 years , has to say about these vaccines , before blindly asking for vaccination of others . Watch from 30 : 10 : ",none
9685,1263507366517055496t,🚨 YOU CANNOT FAST TRACK A VACC . THIS IS DANGEROUS ! Vaccine experts say Moderna's Covid - 19 data leave big questions ,rushed
3397,1364050929054412804t," Don ’ t get the vaccine it ’ s harming and killing people . The moderna one may have aborted fetuses in it . They all could . So if you are Catholic you can ’ t get it then if that ’ s true . Just don ’ t get it . They could have the mark of the beast in it and you will go to hell if you get 1 ,",ingredients religious side-effect
9460,1326159291225677824t,To all those salivating for the precious #CovidVaccine ... try to activate that 3 pounds of brain you've been bestowed with      before pushing d coming generations into a hellhole,conspiracy
3985,1337183965917097984t,"   They tested kids in the trials . My daughter ( she's 16 ) was invited to participate though we declined . A hospital in Cincinnati was testing 12 - year - olds for Pfizer . Regardless , though , you're right . Healthy kids should be low priority .",unnecessary
1605,1364603881645301761t,  No . Logically no difference then a person who been naturally infected being given any vaccine provided the gap is not too short . But we don't know if a single dose of Pfizer after J & J is as good as two doses of Pfizer .,unnecessary
4651,1348721115414360070t,"Discuss . If you're < 50 , healthy & have no conditions or situations that may put you at extra risk , you DO NOT need a vaccine for #covid19 . If you've had covid , you DO NOT need this vaccine . The already very ill / very old / very fat should . 99.7 % natural recovery . #BBCPanorama",unnecessary
8523,1313882927776837635t," I ’ m not taking shit or listening to anything the compromised  says ever again . Thanks , but no thanks ! Not taking  #MRNA vaccine from  either . Damn #nanotechnology robots in a bandaid altering my #RNA . You are all fucking crazy ! !",conspiracy ingredients
5243,1350055277077422080t,Pfizer vaccine claims at least 13 lives in Norway 📰 »  ,side-effect
6518,1385569391580909569t,""" The family of an Italian woman who died weeks after having the Oxford - AstraZeneca coronavirus vaccine ... are taking legal action ... just one of a number of cases across Europe being mounted against AstraZeneca . ""  ",side-effect
2833,1345802162111176704t, And what abt #covidvaccines with weak immunogenicities like the #oxfordvaccine or JNJ single shot ?,side-effect
8493,1339660331631538177t,"I ’ m pro - vaccine as well , however I read the the first nurse to get the Pfizer vaccine , I think in NY , had a very bad reaction : rushes , trouble breathing and then ICU . Now she is fine ! Hope for the best 🤞 🤞",side-effect
8715,1356854164777799681t,"R4Today - non stop propaganda in the "" Oxford "" non peer reviewed vaccine for the latest wonder claims of their jab - how many MP's have got a financial interest in this ?",political
7497,1409869641904652288t, Feel like March 2020 all over again . Easy to find stories of heavily vaccinated nations seeing waves of Delta Variant with vaccinated people . Just like when I was warning my school what was coming last year .  congrats on marketing for Pfizer today .,ineffective
6450,1326161869963370496t,I am happy 100 % for it win Mr President   But don't fall in the trap of 90 % successful vaccine as even 10 % failure might mean MILLIONS OF COVID PATIENTS & MILLIONS OF DEATHS like a pharms genocide ? ? ?  ,conspiracy ineffective side-effect
2124,1344386356236189703t,   Why are they pursuing a vaccine whose clinical data has not been released ? Our healthcare workers are not be to made Johnson and Johnson guinea pigs .,rushed
7237,1343594045726220290t,"  I ’ m not an anti - vaxxer but ... just kidding . I ’ m really not an anti - vaxxer . Lol Speaking of which , my sister got the Pfizer vaccine on the 19th . She tested positive yesterday after first experiencing symptoms of a low grade fever and a cough on the 26th .",side-effect
9257,1283815114697826304t," Was with a close relative this weekend who works in a lab testing for Covid amongst many other things . She informed me that our antibodies to Covid only last 3 months . Therefore if we are asked to take a vaccine , it will be administered 4 times per year . #NoMarkAndNoVaccineForMe",ineffective
9111,1289259182437343232t,"Obama sure loved rewarding pedophiles , child rapists & genocidal vaccine - loving maniacs #SwampCreatures #pizzagte #DrainTheSwamp #DrainTheDeepStateSwamp #pizzagatelsreal #EpsteinFiles #Epstein",political
5811,1337098754164465665t,id rather use my mask all 2021 than take that pfizer vaccine im not kidding,none
3246,1424372534804324360t,The Lancet : Cerebral venous sinus thrombosis after vaccination : the UK experience : VITT - associated cerebral venous sinus thrombosis from AstraZeneca and J & J ,side-effect
8088,1451972323372945408t,"Vaccine efficacy against hospitalization in UK for the over 80 down to 50 % . In Italian latest data it's 90 % . This is either astrazeneca sucking hard , or something else not obvious i can't think of right now ",ineffective
2329,1341194666755047430t,"I ’ ve followed the alternative media with its fallout of the PCR pandemic indicating a C19 strain of Cov - 2 . Everyone wants a vaccine because of Dr Bill Gates ’ s mandate . Media Blackout : Moderna's FDA Report Lists 13 Total Deaths , 6 In Vaccine ...  via ",side-effect
537,1357304664849588224t,"  Incorrect , what matters is how the vaccine impacts people who do get infected . The trial was obviously done with lower covid level than now and I know for some vaccines the trial was done in multiple countries to increase numbers",rushed
6262,1385261465704308737t,"    You ’ d give this to your 13 year old right now , before it is approved despite knowing Covid will not affect them ? The power of the media is amazing ! People pumping their kids with unapproved medicine because they are being told to . It isn ’ t even for the safety of their kids 😳",rushed unnecessary
1586,1297952619827097602t,"It all sounds like some sort of a nutty movie - - theres Dr . Fauci who is no expert , always changing the story , there's Bill Gates , Microsoft Wizard who has created a Software Vaccine to take care of the Human Computer Virus .",pharma
4702,1327062517110231040t,"Believe 0 of what Fauci , WHO , CDC , Bill Gates or any of these lying assholes say ! Will never take a COVID test or a vaccine ! Flu kills more people ! This is a political scam as well as a financial one ! Although released by China on world , believe it was planned by those above .",pharma political unnecessary
3462,1301793300479979521t,I really hope absolutely no one takes that COVID vaccine when it drops in November .,none
9215,1342519357427970048t,"When will it be enough . I just watched a story where a Bill has been introduced to make you prove you have had a vaccine for the Covid , 1 % death rate . Really",political
5259,1333883963060887552t,"  Pfizer ’ s Experimental Covid - 19 Vaccine — What You ’ re Not Being Told -   It is not just this website but Bill Gates who funded this research talked about exactly this 2 or 3 years ago in a YouTube video . "" We will change your DNA """,conspiracy rushed side-effect
8485,1294932765100695552t, Stop with the murder campaign #vaccineskill #BillGatesmurderer #BillGatesEvil #BillGatesBioTerrorist #BillGatesIsNotADoctor,side-effect
5141,1311278592328900611t,   Vaccine will make some companies v rich ! !,pharma
7352,1365783482585280515t," I know , but even a third of U . S soldiers don ’ t want this vaccine along with so healthcare workers . Don ’ t know the situation here mind .",none
1417,1299444820080037888t,If you take a covid 19 vaccines you are on your own if there is any side effects from the vaccines . Big pharma will not be liable . This is not about vaccines or covid this is about population control . It's all about the population and climate change . #SeeVaccinesInIndia,conspiracy pharma side-effect
5841,1372915979131482112t,Blood clotting side effects Covid RNA Vaccine that 21 countries have determined to be unsafe is being shipped Canada to help fight a virus that is 99.9 % survivable for anyone outside of an LTC ,side-effect
5240,1328746423077244928t,Now ... should we trust Pfizer in injecting our bodies ( ? ) But here is the Nigerian Meningitis scandal Pfizer was involved in . A 10 year battle that is now one of the biggest scandals in the pharmaceutical world . Note it was regarding a DRUG not Vaccine ,pharma
8634,1343333401546403842t,"  The Moderna candidate has markedly more common acute side effects . I suspect it may be slightly more effective overall , over time , but there is essentially no difference in the short run .",ineffective side-effect
3273,1361403925845401601t, Nvm I ’ ve had covid I ’ ve got enough antibodies to see me through you can keep your judgey vaccine,unnecessary
6682,1368528478883045379t,#BREAKING Austria suspends AstraZeneca Covid vaccine batch after death . Austrian authorities have suspended a batch of AstraZeneca ’ s COVID - 19 vaccine as a precaution while investigating the death of one person and the illness of another after the shots . ,side-effect
9479,1443270060974379009t,"   On what planet do you think it ’ s rational logical or ethical to allow a pharmaceutical conglomerate with a history of shoddy , toxic work have legal immunity for damages ? Do you understand how that ties in to vaccine hesitancy ? Do you know who Pfizer is ? ? ?",pharma
8233,1413266911492775945t, BS - you can not even understand the basics Try again - it makes Pfizer and Morderna look pathetic based on real data that Pfizer ran away from and now the Pfizer vaccine is 61 % EV dropping by the day and cant manage 45 % RV against P1,ineffective
4217,1266489688228900864t,Accuracy is more important than speed with the vaccine . A faulty vaccine would be a disaster in so many ways . The Oxford people need to tone it down . ,side-effect
6342,1342860695579336704t," No , not her . She's one who buys into all the COVID propaganda , hook line & sinker . I've mentioned before that most of my coworkers didn't want the vaccine . That's most of us night shifters . Day shifters like this coworker are much more likely to be sheep .",none
8603,1355588375051296769t,    They should probably outlaw the vaccine ... too dangerous .,side-effect
78,1335068283557580802t, Maybe someone could explain the risk - benefit to me : From the data that we have available so far the RISK to me ( age / health / etc ) of getting COVID - 19 is an approx 2 % risk of death VS unknown risks from an entirely new vaccine technology never before used .,ingredients side-effect unnecessary
2479,1348788878648504320t, Probably the Novavax vaccine . It is spike glycoprotein made in the lab . They straight up deliver the glycoprotein into people . Glyco stands for glycans ( sugar ) .,ingredients
7569,1368485501112643584t,  What about people ’ s rights to say no ? Or people who are unable to have the vaccine ? #democracy,mandatory
9695,1233773600416595968t,"All this talk of a vaccine being g ready in the next few weeks is BS . Ready for TESTING maybe , but not distribution . But therapeutic assistance with already tested medications is a lot easier and a lot closer .",rushed
4517,1353437300076797954t," Vaccine is obsolete , no immunity nor any for the new strain",ineffective
2680,1333236123762634752t,Pfizer's COVID - 19 Vaccine Arrives at Chicago's O'Hare Airport : Source . We're NOT taking it ! ! ! 😡 😡 ,none
7252,1253249360009351168t,     the vaccine industry and Bill Gates have taken over ... do we still have a UK govt and democracy ? Is that too much to hope for ?,pharma
1265,1339392376561827840t,▪ VACCINE CONCERNS GROW Healthcare worker in Alaska show allergic reaction after Pfizer's vaccine #US #Pfizer #allergy ,side-effect
4580,1304644820292349952t,  Martyn probably isn ’ t very informed about masks or vaccines . He may not know AstraZeneca has no faith in the safety of its vaccines and so indemnifies against liability,side-effect
3451,1299035326783127552t,   SARS 1 failed it killed all the monkeys on the trail and caused cytokine storm . It was scrapped the same as RVS vaccine . The government have pre ordered Oxford vaccine and the side effects in trails are shocking 74 % reaction .,side-effect
9253,1370053327556333578t, He got it becuz he didn ’ t stay safe after he got the vaccine . He didn ’ t wear mask or protect himself he also probably had the Covid when he took the vaccine,side-effect
3393,1352738662430212097t,I hear Hank Aaron died from the CoVid vaccine and didn't HAVE CoVid ...,side-effect
312,1405532452878110724t," Pfizer and their long history of drugs that don't work is the most relevant matter . 3 years ago u would have agreed , but along comes covid and yall suddenly get dumb as fuck and believe everything big pharma tells you .",pharma
7085,1349943644342673408t,University of Tennessee |  | Medical Center debunks vaccine myths Meanwhile Indian  Is proposing 110 % efficacy of a vaccine which hasn't even completed trials . #Covaxin #BharatBiotech #Covid19 #vaccine ,rushed
6341,1284124407296856065t,  Haven ’ t you been arrested ? I thought you had shares In The company pushing the vaccines . Just stop . No one believes your Covid nonsense lies / tracking / cases / false death numbers . Wake up people,rushed
5146,1412388125293301765t," Worth remembering that this 🇮 🇱 75 student cluster started with one fully vaccinated infected person returning from the U . K . , , infecting another fully vaccinated person who in turn infected another ( Pfizer vaccine ) They too dropped the requirement for vaccinated people to isolate ",ineffective
2610,1374039476868157443t,Who thought this was a good idea ? Get vaccinated from Covid . Die of metabolic disorder .,side-effect
4283,1350190557868433409t,Norway links 13 deaths to Pfizer vaccine's side effects - ,side-effect
9214,1260574386337329152t,  What a ridicules statement . Zero vaccines have been discovered for EVERY other covid virus . Very good chance no vaccine will work for this virus either . Remember the covid virus SARS ? Still no vaccine ...,ineffective
1696,1338708925970051073t,"I can ’ t say this more clearly : after a year of trust - destroying decisions from the public health bureaucracy , lying about the side effect profile of the  vaccine will do damage that can ’ t be fixed . The data are clear : many people will have very unpleasant side effects ...",side-effect
8607,1420768046604505089t,  No the perception was that the vaccine would protect you . It was only until last week that ITV and BBC have come clean and now people are very concerned . last 6 months was that  destroyed the vaccine effort by the  and now all the vaccines are useless .,ineffective
163,1376102325509578754t,Shut up ... first gather your 1001 children and grandchildren and get them vaccinated before verbal diarrhoering that the vaccine be made compulsory . Why did you take too long before getting vaccinated if you trust it too much ? ? ?,mandatory rushed
981,1303876854663671808t,"   I am convinced releasing the actual seroprevalence would show that we are nearing community immunity , and as such we would not need vaccines . I believe CDC is complicit in pharmaceutical dealings to drag out the fear as long as possible . #followthemoney",unnecessary
8125,1318645716043091968t,"  WHY is ANYBODY listening to Ian Young ? He sits on the advisory board at AstraZeneca . Conflict of interest as they want to vaccinate EVERYONE . Also look at who owns AstraZeneca , good old kill Bill Gates . Time for him to go .",mandatory
3860,1381720690869559303t,Former Pfizer Vice President Dr . Yeadon : COVID Variants NOT More Dangerous – Booster Shots Not Needed but Could be Used for Mass Murder - Vaccine Impact ⁦  ⁩ ⁦  ⁩ ⁦  ⁩ ⁦  ⁩ ,side-effect unnecessary
3004,1332297060482232320t,I ’ m not going to take the vaccine ever BUT if I WAS going to take it I ’ d have no doubt which one I ’ d go for - the Russian one because it has the best name : SPUTNIK FIVE x 🇷 🇺 ,none
8207,1325773207182344193t," Wait wait you make a huge claim like it ’ s 90 % successful and then follow up saying it ’ s not safe . When your CEOs , scientists and their families are willing to get injected that ’ s when I will believe a single work you say . Your company has a track record",side-effect
2787,1354493123448082434t,"Man dies after receiving 2nd Pfizer vaccine  I am 69 and I also have high blood pressure and taking medications for it . I intended to get the vaccination when available , but now I am having second thoughts . I am going to wait , I will consult my PCP .",side-effect
2800,1334802078842179584t,"  The government as you went in thinking the vaccine was tested completely but think about it seriously , has the government told the truth in anything . I wouldn't trust anything unless you see them go into rooms after having the needle with no protection with covid patients .",political rushed
4164,1334208525892022274t,  #CovidVaccine has NOT had time to be approved + checked for side effects . Medicines take 12 - 15 YEARS from lab creation to release to public approximately only 5 in 5000 drugs make it . #Covid19UK #HealthAndSafety #SocialSafety #LuckyDucker 🦆,side-effect
