,ID,text,labels
9871,1409750196247044100t," We cannot let this pass . This kid , the women today , were ALL AEs in vaccine trials ! And even then they were not followed up properly ; not counted ! They are neither a random sample nor a representative sample of AEs , They are MORE than that ! They prove negligence and crime ...",rushed
413,1413033266546892800t," His heart was in the right place , just hope he didn't have the pfizer ",side-effect
7259,1418210925157392386t,1 / 2 The newest Israeli data indicate ~ complete vaccine failure on every level . Remember : Israel used only the pfizer mRNA shot and followed Pfizer dosing schedule . #NadhimZahawiLiar #NoVaccinePassport #ToryDictatorship ,ineffective mandatory
8934,1376307959337213959t," The best chance to fight the virus is to live a healthy lifestyle though , not relying on a vaccine . As for the idea that it can just be eradicated is nonsensical because of the low fatality / high spreading that would be impossible to even measure let alone achieve",ineffective unnecessary
1791,1297623225271189508t, And unfortunately - true and justified pause over a politically pressured vaccine will lead to an overall distrust in vaccines in general .,political
4631,1397840652440797189t,"The UK primarily vaccinated with astra Zeneca , but apparently the jab is useless Absolute bell ends ignoring real world data for an agenda ",ineffective
2486,1330687273537564672t," That would be nice . As vaccines for COVID are not 100 % protective , and the message from Universe is clear , all COVID Vaccine is far dangerous to the body than COVID itself . So feel free to steal ... 🙂 👍 🙏 Spiritual Psychologist",ineffective
7652,1328308876169633798t,🤔 hum .. makes me question whether the promotional capabilities of these drugs are real or exaggerated to boost share costs . Is the efficacy of the Pfizer #vaccine really 90 % or is that just the top end of a range ? ,ineffective
4441,1346795824018296833t," I'm 22 years old with no medical conditions , I'm not taking the vaccine at all because it's possible side effects far outweigh anything Covid could do to me , it's the only reasonable idea , people at risk should wait until the effects are better known , also .",unnecessary
6951,1265782349075079168t,"Agreed - this vaccine is not safe . High fever of 103.2 ' F , nausea , fainting , trips to the ER . And this is a small study . Granted this person got the high dose but even at the middle dose that will be used in Phase II , #Moderna had similar issues with mRNA Flu vaccine . Expect more",side-effect
9145,1365672129111425033t,   They can see all the deaths and side effects from the vaccine that why they are not taking it,side-effect
3890,1354392130194563075t, Those who break the rules to get vaccine for $ $ will find themselves in a serious health trouble .,side-effect
7523,1338875071620734978t,"  the "" #covid "" is a lie . There is no pandemic . Only the "" flu "" - "" vaccine "" causes the "" flu "" . Eat broccoli every month , one whole crown , and you will never get sick . Bronchitis is only possible for lack of fresh raw green vegetables , and being exposed to insects and dirt .",conspiracy side-effect
193,1325860460755779584t, No thanks I ’ ve got my body ’ s immune system that does a great job for me . You know what you can do with your vaccine .,unnecessary
9737,1353260868226736128t, ' Vaccinating ' children ( who have a 0.0002 % risk from covid exposure & will be overwhelmingly asymptomatic ) is more about profits than health . Get the vulnerable & high risk ' vaccinated ' ( 2 doses ) . The long term effects of lockdowns will be far more devastating than #COVID19 .,pharma unnecessary
5833,1293379404538818561t,"so galit na galit ang lahat sa dengvaxia pero excited sa russian covid - 19 vaccine ? they skipped the 3rd phase just so they could say they developed the 1st vaccine . wake up , ginagawa tayong lab rats .",country rushed
5837,1376892322382811141t, Good luck with this one in court trying to limit someone ’ s freedom with a “ vaccination ” not approved by the FDA ! What about HIPAA Laws ? Lawyer up my friends !,mandatory rushed
7831,1348837823164477442t,Did PDUTS undermined Filipino health & welfare by selecting less credible COVID vaccine .. ? Novavax bosses cash out for $ 46 million with COVID - 19 vaccine trials still under way  ,pharma political
2639,1296309489008652289t," Be sure and trust this guy's vaccine : one part attentuated virus , 9 parts toxic waste ( from Russian , very pure )",ingredients
1249,1274022035241332739t,"Moderna now says it needs a contingent of black people to volunteer for Kung Flu testing . Wow ! Remember the Tuskeegee experiments ? I hope our black friends don't fall for this shit - ever . Facui and Dr . Collins are not scientists , but money and power grubbing pols ...",pharma
3709,1344278912172519425t,"   But despite , this ( So called Science ) your government has ordered 100 million doses of the Oxford University vaccine , being developed by AstraZeneca , heavility invested in by Gates and pushed by Anthony Fauchi",mandatory
7299,1320324854755872770t," If the NHS give their staff their wonder flu vaccine , they may soon face staff shortages . Dozens have died in South Korea after recent flu shots .",side-effect
4408,1377246729771302913t,  Honestly there's no way to definitively say who has gotten a vaccine anyways - - a passport isn't possible . The reporting is all messed up and anyone can reproduce the paper card that claims you've gotten a vaccine .,mandatory
2997,1372179745731973129t,  So egocentric and selfish of you to involve a child that cannot consent to a jab that we don ’ t know the long term effects of . Also children are not the ones most affected by covid 19 .,side-effect
6022,1349772693193822210t,“ We deliberately destroyed the Moderna Covid vaccine because of fear of mutated DNA . ” The pharmacist suspended the license . ,side-effect
9643,1339935844979912707t,"I didnt see any full informed consent given , nor the full list of adverse reactions . ( link to insert below ) I dont care who gets it , i will not . I DO NOT CONSENT Pfizer mRNA COVID - 19 Vaccine Insert is up on the  ",side-effect
7425,1336428405751951361t,  Read up on the expedited Swine Flu vaccine and the serious side affects ( narcolepsy ) that ruined lives . How about Thalidomide ? That was supposed to be ‘ safe ’ too . I ’ ll take my chances with COVID ( already had it anyway ) .,ingredients side-effect unnecessary
9490,1338861382083567620t,> Pfizer : we have this great new technically untested vaccine that ’ ll heal the world ! > me : great can you take it first to ensure I ’ ll be safe and that you trust your companies science ? > Pfizer : OH NONONONO THATLL BE CUTTING IN LINE WE ’ LL WAIT,rushed
8495,1352861093702602752t, Then maybe when you get your vaccine you body reacts exactly how it did when you had the virus ? ! Most of these symptoms are same as I had when I had the virus .,side-effect
5415,1327367121253376001t,And who's going to get those 20 millions doses ? Because I sure as shit don't trust that vaccine and won't be getting it . And Trump supports don't believe COVID is real . So ... ?,none
754,1336621751753699329t,"      COVID is worldwide ! Regardless if you live in America or not , the sheep ’ s will be getting them vaccines I know that for sure",none
3785,1357017940307099649t,"Under reported Adverse reactions to Vaccine First Dose of Pfizer - BioNTech COVID - 19 Vaccine — United States , December 14 – 23 , 2020 over 200 hundred cases of Death by Pfizer Vaccine . Permanent disability by Vaccine N / a ",side-effect
6680,1364714653398544386t,  People noticing the overall death rate sky rocketing AFTER the introduction of the vaccine ? ? ?,side-effect
190,1366157520679563264t," To cut the long story short ( nicely done ) , this gov't is giving us a run around so they can leave you with no choice but to accept the Sinovac vaccine . Kakapagod talaga yung paikot - ikutin ka tapos ituturo sayo maling daan pa .",mandatory
1433,1220341569368346624t,Just wondering why you are not supporting parents with vaccine injured kids ? If you believe in them so much why don ’ t you lead the charge to make pharma liable for bad products ?,pharma
4125,1325772488933044224t,"  B * ll * cks The success criteria are akin to stopping a sniffle not illness / death - we have paracetamol for that This is a con with $ bn pa at stake . They want to ‘ vaccinate ’ 7bn each year , sanction based to deny access to money , services , work , travel of we refuse or dissent",side-effect
6655,1360377535440191489t,"#VAERS 65 y . o . ♂ ️CA #pfizervaccine #vaccinedeaths "" Patient received COVID 19 vaccine the morning of 1 / 18/21 ... . Later that night while in bed , patient reported difficulty breathing to his wife , then turned blue , and became unresponsive . "" ",side-effect
2813,1335692334730719233t,"      And no problems will be found with this vaccine will there because any side effects will be attributed to COVID 19 itsself . If you want to accept a vaccine with no long term testing then go ahead . But I ’ d rather get the disease , at least I know the mortality rate of that ",rushed side-effect
5680,1328086514987888641t,"  The vaccine from Pfizer uses ARN which modifies your DNA . No vaccine for a virus like Covid has been ever developed , think about AIDS . Last there are already seven variants of Covid the vaccine will never work",ineffective ingredients
8223,1377118502545334278t,  So a healthy 20 year old man who ’ s hesitant should be forced to ? A pregnant woman who ’ s expecting . They should trust this rushed out vaccine . J & J knowingly gave people cancer for years with their baby powder but let me run to get their rushed out vax . You ’ re delirious .,rushed
5877,1377228574793551875t," Covid is a manufactured crisis , the aim of which is mass injection of the global population . These Pfizer bastards are the enemy and are now attacking your children . Are you going to sit back and take it ?",conspiracy pharma
2960,1325816689968242688t, Ha . Pfizer ’ s vaccine gives men a 90 % chance of not getting Covid and 100 % chance of getting an erection !,ineffective
2108,1318950296383533057t,"   Referring to our bodies as organic vessels . Sorry but you can not defend the criminality pushed on the masses since 1986 , when the pharma cabel were given full legal immunity . Look at the maths , look at the sudden growth in all conditions old and new , starting with cancer",pharma
8638,1338157961630404615t," DO NOT TAKE THE COVID VACCINE You need to know what is in it , and what if will do . There have been suggestions that it will change the DNA in a way which over time will degrade the DNA , used for population control . They are not answering questions . But , they want us to take it .",conspiracy side-effect unnecessary
8036,1341355865429975041t, The Pfizer vaccine has been far more problematic than anticipated . This article misses a reported death in Alabama . And the fact that only a few hundred vaccines were given in the Alaskan hospital . 3 in 400 allergic reactions there . No prior allergies . ,side-effect
4564,1299189928279134210t,Trump did a great job with his speech at RNC . He promoted vaccine warp speed and 5G technology both which I wish he would not endorse . Anyone else like everything about him besides him pushing 5G n promoting vaccine warp speed for covid ?,political
7142,1325974462139920384t,"   What if the results had been negative and the vaccine didnt work ? Would you have wanted that data released before the election also ? Just to be "" transparent "" ?",ineffective political
1373,1388469392866938880t,Former Pfizer Chief Scientific Officer on Experimental COVID Injections : “ I Have Absolutely no Doubt that we are in the Presence of Evil ” - Vaccine Impact . ,side-effect
7959,1363923515548651521t, Oh I know ! I wonder of those are even real ppl . The Australian open just boo ’ d the vaccine ad at the event bc apparently in Australia NOBODY wants the vax . They have to push hard w the agenda bc it ’ s falling apart .,none
2818,1376478198586834948t,"Spoons ain't going down the ridiculous vaccine passport route , because they know their customers . Don't forget , it's not about the virus .",mandatory
3590,1337107232786407424t,"LIVE : FDA Advisory Panel Hearing On Pfizer Covid - 19 Vaccine | NewsNOW Fr ...  #RealVirus #FakePandemic #NoLockdowns Recovery rate is over 98 % ( in USA ) w / out vaccination . Get it if you want it , but it should not be forced by government or businesses , etc .",mandatory unnecessary
3149,1344726301232541696t,"     Honestly man I don't care . I will NOT wear a mask in open areas , I will NOT take the vaccine . You do you ... be scared .",none
2268,1335597585315241986t,"  I'm a nurse . I am mandated to get the flu vaccine annually & to stay up to date on most other vaccines , like tetanus . However , my employer has stated that as of right now , they will not mandate the COVID vaccine . Hopefully that remains the case .",mandatory
8507,1365211090221727746t,"Discuss . If you are < 50 , healthy & fit , with no conditions or situations that may put you at extra risk , you do not NEED a vaccine for #covid19 . 0 % risk from infection . High asymptomatic % . Once / If you've had covid , you have immunity . ' Vaccinate ' x2 , very old / very fat / very ill",unnecessary
4737,1365254270778544129t,"  Fallacy : no vaccine is for the protection of ' others ' . It is only to protect the individual . The ' protect others ' narrative is wicked and false , and is designed to trick the uncritical .",none
9250,1337260949133201409t," I don't want it . Pfizer is an animal - abusing , evil company .",pharma
6179,1272896071832911872t, When you prioritize science over profits I ’ ll listen . Until them science says you are willing to sign up for profits over lives,pharma
4416,1431884369199697921t,"   His concerns are personal , too . Malone contracted COVID - 19 in February 2020 , and later got the Moderna vaccine AFTER the infection in hopes that it would alleviate his long - haul symptoms . Now he believes the injections made his symptoms worse . ",side-effect
7717,1368032644018110464t,IF YOU KNEW HOW MANY WOMEN ARE LOSING THEIR PREGNANCIES AND ARE BECOMING INFERTILE BECAUSE OF THIS COVID VACCINE . OMG . I CAN'T .,side-effect
5400,1289248382100205569t,"   Prevention is better , dumping not millions but billions into miraculous Moderna and big pharma , they like it .",pharma
3803,1377157554933882880t, The push to increase vaccine take up is purely to get enough done to allow them the power to force through passports . If not enough get the vaccine it will be much more difficult to do so . So don ’ t be taken in if you choose not to have it .,rushed
5859,1343522816902090753t," Good Morning Sir , Please read when you get a chance . The CEO of AstraZeneca was not transparent about one adverse reaction during the clinical trials / research of their vaccine — AZD 1222 .",side-effect
7764,1280199520383635456t,"    Could you finally openly , publicly answer the basic question : does the AstraZeneca vaccine prevent infection or not ? It seems even in animal testing it didn't prevent it . So vaccinated people won't have the disease but could pass the virus ? And for that you spent 1.2 billion USD ?",ineffective
2113,1234029371574423552t,Increased Risk of Noninfluenza Respiratory Virus Infections Associated With Receipt of Inactivated Influenza Vaccine | Clinical Infectious Diseases | Oxford Academic ,side-effect
343,1406349001549619200t,  And here's another mega lie that just came out : Pfizer committed the ultimate statistical sleight of hand by claiming 2 doses were more effective than one . The deception was so basic funny no one pointed it out till now . 💰 & ⚰ ️ continues to be the M . O . ,ineffective
2003,1371886467849592834t, I had the Oxford vaccine and within two weeks I had to go hospital with blood clots on my lungs . I have never had this before . It must be linked .,side-effect
2655,1376951608421023749t,  Its a year on . Unknowns remain around the efficacy of these new vaccines which usually take years in development as would any synthetic drug . Smart supplementation may help boost one's immunity and particularly those whose immune systems are impaired ( prior to vaccination ) .,ineffective
6208,1342199140424548352t,  The former head of Pfizer is suing the EU because it appears that the vaccine will create an autoimmune response against a protein that is necessary for formation of the placenta,side-effect
3440,1299597009985314817t,"Confusion is Failure when it comes to Public Health Guidelines , so thanks for the confusion  &  ! Are U going to just roll over when #Trump pushes a vaccine that hasn't been put thru a vigorous & complete multi stage testing ? FYI ; Anything LESS will be UNACCEPTABLE !  ",mandatory
6096,1327076471203094528t,I pass on Pfizer after waiting until after Election Day to say they had a vaccine ! Fk Pfizer !,pharma political
4240,1334973635845648386t,The UK already passed law that grants Pfizer immunity from lawsuits should people have complications or deaths from the vaccine . Isn ’ t it absurd they ’ d force a vaccine on us for a virus that has a 99.7 % survival rate ?,mandatory side-effect unnecessary
5640,1354350858150895618t, This side effect of vaccine was not told to the general public,side-effect
8004,1327328516094914560t,How about we shoe Fauci just how independent Americans are ? . Time for a Covid party . Let ’ s take all the vaccines and dump into the Boston Harbor and see how Fauci and Gates like that !,pharma
5831,1288607554042462209t,"      As long as what they are using works , I don't care its it is salt water . If they are getting goo results , I am for it . The left is saying wait for a vaccine that may never come .",political
9427,1365049245045260292t, Moderna finished their covid Vaccine over a weekend . It was produced by February and shipped for trials by March of 2020 . Give me a break,rushed
5755,1340078220255916033t," these vaccines are not a "" cure "" . You should read the negative articles about Moderna's vaccine , which Trump has already ordered some 200 Million doses .  ",ineffective
4152,1420828209176666113t,"   Had read somewhere , its taken off now . The covaxin vaccine , used solely in India .. caused this mutation  would be able to clarify .",side-effect
3589,1399725779374706692t," Can the FDA explain what really happened to the people in the Vaers report who died shortly after getting Moderna's vaccine ? If they can't , then I will assume the families and doctors reporting these cases are telling the truth .",side-effect
2350,1336349335097892866t,bruh you are legit begging for a covid vaccine we are not the same,none
3265,1296837692320227328t,"Aleksei Navalny , Putin's opponent was apparently poisoned by Russian Security Services & Germany spirited him out of Siberia . I would never take a vaccine developed by Russia for fear it would be like Jim Jones ' coolaide . I'm sure Trump will be promoting it too ! He Loves Putin",country
2539,1377075155873202180t,I couldn ’ t tell you the last time I had a flu vaccine 🤷 🏻 ‍ ♀ ️,none
2324,1335073013998477313t, 👆      Will you publish the details around the terms of indemnity granted to vaccine manufacturers & trial data ? Without transparency you won't persuade us . This allergy to transparency is counter productive . cc ,political
6240,1374058517284405252t,"   but the risks to healthy children are absolutely tiny . "" still not enough info on potential long term effects "" Are you talking about the vaccine or the disease ?",side-effect unnecessary
4841,1373262941319991298t, No vaccine no mask living my normal life never has covid,none
7325,1371770921887883272t,"Bismillah , people need to know that many are getting sick from some types of the vaccines being used . Some but not all Covid - 19 shots . We should not try to save the financial viability of any Vaccine maker . - - Lost of a bad product is part of their business ",side-effect
1857,1260243900838469634t,"  Gates is putting the top 7 contenders into mass production before phase 3 is done , so that when we have a good one , we have some already made and in production . Human corona virus vaccines have a nasty history ( two made things worse , none have ever been approved ) , be careful !",side-effect
3828,1330285680212242432t," Why don't we ask questions about the etiology of Covid 19 ? Why do some people have no problem with their immune system and remain asymptomatic while others , particularly Ethnic minorities , have a disproportionate number of deaths ? A vaccine is a shortstop with lots of resistance .",conspiracy ineffective
7493,1444655305841840131t,"   Sinopharm won't be trusted . So you have one vaccine . But unless you were vaxed in UK ( or EU , US + 17 ) likely that will not be allowed either",ineffective
7222,1336863517127872513t,Pfizer is going to end up taking their vaccine and go home . #NotInMyBodyYouDont,none
3409,1334488813972942849t," If these 3 treasonous criminals are promoting them , this should tell you all you need to know about the uselessness and dangers of these so - called ' COVID - 19 ' vaccines . You need your head examined if you think they're actually taking an untested vaccine against a seasonal flu .",rushed side-effect
715,1336284546522865664t," I am far more concerned about the severe neurological side effects noted in at least 3 cases in the AstraZeneca chAdV vectored candidate . Mechanism might be infection of nerve tissue by the vector , or perhaps sensitization of T cells against a pre - existing AdV infection there .",side-effect
5023,1334814557135581186t, Ask Nigerians if they trust an experimental vaccine from Pfizer that their government gave the company indemnity from litigation . ,political rushed
7288,1418720940515491840t,We cannot vaccinate our way out of trouble with a shot of Pfizer . Look at these figures for fully vaxxed ( and dropping ) . #HardLockdownNow ,ineffective
5778,1335318694726160388t,Why you so mad that people won ’ t get the vaccine ? You afraid of it not working like Pfizer advertises ? ,pharma
1444,1298669289722052610t,"     The whole point was , the scared get vaccinated to protect themselves , Not me . And since it ’ s all about “ you should protect me ” , me not getting vaccinated doesn ’ t affect you . You ’ re protected remember ?",unnecessary
5340,1376449576140468224t,"  Why , doesn't he think the vaccine will protect him ? And of course you can still contract and transmit the virus after you have been vaccinated : no one if claiming otherwise .",ineffective
4447,1364383223443193857t," Which American stated he would never take the vaccine . The CEO of Pfizer , that's who . When asked why ; it's an unproven , untested vaccine",rushed
7579,1322627540402479104t,   Boris is following the ' expert advice ' of a couple of shills with vested interests in the testing / vaccine industry . A half decent PM would have thrown them out months ago . #2ndLockdown #JohnsonMustGo,political
2042,1266176342392963072t, Not in this lifetime & how would this gene therapy work ? Why not just develop a vaccine . A bit extreme to change genes to expand lung volume to cure COVID.Anthro has known about these geogenetics for yrs . Its evolution in isolation . Sounds like $ $ $ ☹ ️ ☹ ️ ☹ ️,ingredients pharma
1711,1308383981042380801t,"  It's not for 6 months . Even when you've been bulldozed into the vaccine , these measures will still be in place . They said that yesterday . Welcome to the new normal . WELL NOT AT MY HOUSE !",ineffective
8642,1377345496163917824t,"  If they DO have the Chinese virus , I guess the vaccine's not very effective ! ? ? If vaccinated you should not have to wear a mask period ! It's 8th grade bio class ! THINK !",ineffective
6552,1336738339559518208t, And do research of vaccines . If you get the Covid vaccine right.and you die or get paralyzed your family can ’ t sue or anything . This covid vaccine is about money not your health,pharma side-effect
3043,1334879375641227271t," To have 90 % + corona virus efficacy rate . It had to be an advanced vaccine ( Nobel prize level ) . mRNA has me concerned , bc tells cells what DNA to make ( or not ) . I want to read the full published phase 3 study paper with pharmacology , methodology & stats before considering it .",rushed
5976,1352848372126916609t," Are you also proud of India sending only the #OxfordAstraZeneca covishield vaccine , while approving for its own citizens another unproven vaccine candidate , covaxin , that has no Phase 3 efficacy data as yet ?",rushed
5538,1336235788552507393t,"The UK is rolling out a stage 4 trial of a 94 % effective vaccine that doesn ’ t prevent people catching or transmitting COVID - 19 . So , 94 % effective at reducing obvious symptoms , then ? Why the chuff is the UK wasting money on it ?",ineffective
5116,1326427895716323328t," They'll also tell you , when it's convenient , that they don't fully understand Covid yet . So how is it possible to manufacture en effective vaccine for something you don't fully understand ?",ineffective
5588,1254423247233449985t,"   When this Virus get u on a Ventilator or ICU level , u must know that are chances of escaping are very small . If u want a vaccine just make a call to the Bill Gate foundation they will be happy to give an injection of that u have no idea of what the long term effect will be .",side-effect
4114,1333479421219459072t,May God Save 150 MILLIONS Indians from over self obsessed leader and 3 vaccine mafia . One vaccine company has done 1000 million Rs case to a volunteer who became covid + ve after their vaccine trial      What an ideology deviation ?,pharma
66,1365492388844761100t,"Thank you Darling . OK Team Humanity , here ’ s my video explanation of the terrifying new vaccine technology that turns the human body into an Operating System - reporting of fact , fact sourced in NIH , Google , MIT , that nonetheless got me kicked off Twitter for 12 hours .",side-effect
3390,1432224631700688897t,"New Zealand today reported country ’ s first death linked to the Pfizer Covid - 19 vaccine . A woman died after getting vaxxed . Her death was due to myocarditis , which is known to be a rare side - effect of the Pfizer vaccine .",side-effect
9447,1391793677148647424t,Reported Vaccine Injuries Continue To Climb . Pfizer Seeks Full Approval for Covid Vaccine - ,side-effect
53,1321884514277380101t, ...  seem to be fully onboard for #vaccines tho ... if only we could get  talking about the madness of the #DNA #RNA altering vaccines ... and they have not even reported the injuries to volunteers on the #AstraZeneca trial,side-effect
2082,1302008587452063744t, I have yet to hear if Covid vaccines are ethical ? Somehow in the haste I doubt it . So we would not be able to get it .,none
2198,1436950612369973253t,"And if you trust him remember 3 weeks to flatten the curve , no vaccine passports , 15m 💉 to freedom , the 💉 is for adults not kids , Christmas , Easter , June freedom day , no mandatory vaccines , save the NHS #JohnsonOut",mandatory
3195,1351762816324104194t,"100 PERCENT Ignorant . What the hell .. "" It can also be that if they tested positive , they have to wait 90 days so they will have declined during that time , "" Nearly 200 San Diego Fire - Rescue personnel decline COVID - 19 vaccine ",unnecessary
3745,1262428752375451663t,CDC : Pfizer's mRNA vaccine will not work - Sign the Petition !  via ,ineffective
1039,1227182077977747456t,"Attempts to start an epidemic . Swine flu , SARS , Ebola , now Corona , all with sick back - stories from Bayer , or Johnson & Johnson = Bill Gates = Soros etc , Vaccines that infect , not protect . Migrants are perfect to blame . Enter country , get vaccine for cash , epidemic can spread .",side-effect
2605,1370764694861004804t,"I will not take your Covid shot It's not a vaccine , No it's not I will not take it in my arm I do not want that deadly harm I will not take it in my thigh I do not really want to die I will not take your jabs and pricks To end - up like Element 56 ( Barium ) . ",ingredients side-effect
9725,1262227069225725952t,   Let ’ s say the survival rate is 98 % then . Are you gonna completely ignore how the death numbers are inflated due to the incentivization in the first place ? How about how 39 % of veterans who got the influenza vaccine in 2019 - tested positive for Covid ? Hoax ’ d . ,ineffective
3404,1325876860534878212t,"   I think we ’ ll wait ... We ’ ve had bad experiences . I will personally wait a year , I want to see the affects on the British & American ’ s before I roll my sleeve up ... We need case studies .",rushed side-effect
9106,1296225851651088392t,"  There was a report from the Ukraine that 15 people already infected with C19 were given the Moderna vaccine . 8 ended up in the ICU and 5 died . We know ADE can result after being vaccinated and encountering a similar pathogen . Question is , did that happen in reverse in this case ?",side-effect
2750,1287993613738098688t,"Big Pharma killing thousands by suppressing Hydroxychlorine use as an interim remedy , so they can make billions when they finally come up with a vaccine .",pharma
7745,1405828301839495169t,""" With no data available , the effectiveness of Sinovac against new Covid - 19 variants is unknown . What is known of other vaccines against the Delta variant is a marked drop in protection with only one dose and a more limited drop once fully immunized . "" ",ineffective
3656,1262752208845598724t, Moderna Vaccine is dangerous Because it makes a permanate change to a humans Ribosomal DNA.The vaccine is the Very First Use of a MRNA vaccine and it is being Rushed to market within 6 months.The MRNA changes Ribosomal RNA that will be passed from one gen of Humans to the next .,side-effect
6494,1277888730037018625t,  Explicitly said I was not an anti - vaxxer . Just avoid new vaccines Everyone is free to choose . Did I choose for them ? Are you limiting free speech ?,mandatory rushed
3219,1374456424391090196t," that's okay , i'll keep drinking that garbage ( the pfizer vaccine )",none
9049,1367811155985596416t," It's all a scam . If there is any truth to the claims that #Ivermectin & others reduce / stop #Covid19 infections , the public have a right to know and access these treatments . ' Emergency Vaccine ' measure would have to be questioned & Covid Passports made obsolete . #Ivermectin",rushed
3694,1350756115143929860t," : failed on #Zika #Mers & #Cancer in 20 years & now - 80 C ° ( certified drugsafetyofficers , too : stopped it ) not 4 vulnerable elderly cc  &  . #Norway #warns of fatal side effects of Covid - 19 vaccine after elderly deaths - The Local ",side-effect
9180,1291358834305445889t,"  Yeah , unfortunately , Gates ' grip is already here . Even Moderna's vaccine has been prebuy . Welcome to NWO .",conspiracy pharma
5342,1444943348188336128t,"  You realise three six month trials in different countries doesn't add up to eighteen months worth of follow up , right ? Even the recent FDA approval letter for the Pfizer vaccine states that various standard safety trials are still required to be completed in 2023 and 2024 .",rushed
8999,1299431513692549122t, And yet you want a Nationwide vaccine so that people can get injected with it,mandatory
8243,1287903720114593792t, I honestly don ’ t think a covid vaccine will be rolled out for school kids by Oct / Nov . And wouldn ’ t a vac authorized for use on children need to be tested on school age children first ? Covid vaccines have the potential to provoke #ADE & the perps know it . ,rushed side-effect
4030,1273765497364901888t, Funny how they were testing covid vaccines on 16 to 18 yearolds when most deaths were in 50 to 90 range hmmmmm,side-effect
1712,1337586791323471874t, why would we believe pfizer vaccine is safe . DonCovfefe bullied FDA approval . Let's wait for  and an FDA we can trust .,rushed
2066,1365986289380716544t,"   so if you are vaccinated , you can still catch and transmit sars - cov - 2 . so then a vaccinated nurse can give the virus to a vaccinated patient ?",ineffective
9564,1263084235704934401t,    They can rush this through as fast as possible but it still won't change the fact that I am not going to take it,rushed
7295,1344694996251848709t,"Just say "" WE DON'T KNOW . "" "" no proof "" "" no evidence "" "" no link "" "" no connection "" This is the part of the show where they play both ends . #Pfizer #Vaccine #VaccinePolitics Swiss drugs regulator says no link between #COVID19vaccine , death of 91 - year - old ",pharma political side-effect
2871,1355339725783977995t, explain why 23 Norwegian elders died aft vaccinated Pfizer's .,side-effect
9093,1375504407048114183t, But that is mine and others risk to take ? The chances from dying from covid are very low . Why should I have a vaccine I ’ m not comfortable having ? I think this is to scare younger people into having it rather than “ saving lives ” IMO .,unnecessary
5315,1255627913904472076t,The thought of a Chinese vaccine for SARS - CoV - 2 makes me sick . I will wait for a US vaccine if I can . They shouldn ’ t be rewarded if they happen to be first to market . Theirs probably wouldn ’ t work anyway .,side-effect
3313,1303352257623269376t," Dr Vernon Coleman has laid down a £ 100000 challenge to any of your health advisors to participate in a public debate about the dangers of a COVID - 19 vaccine . Will you put forward your senior advisors such as Whitty or Vallance ? And if not , why not ?",side-effect
6547,1355947692149649409t,   You haven ’ t got a clue mate . Study the manufacturing processes then you might realise the problems also uk paid for the development of the vaccine then handed it over to AZ . So I don ’ t think the EU are in any position to take uk allowance . vaccines are in France they don ’ t work,country
3642,1342082469726720001t,He is the president of Brazil ... A very sensible ruler who cares about the health of his people ... Clearly knows the dangerous side effects of the Pfizer vaccine ... and their indemnity clause making them non liable for any damage ... Why on earth only we get the moronic idiots ?,pharma side-effect
9251,1328164637112614912t,so  telling you that they have a new mRNA vaccine that they have tested on 43000 people and with a 90 % efficacy . It's not true .   No - one has ever produced a safe and effective vaccine against a coronavirus ,ineffective
9004,1375812860081803272t,Pfizer testing their vaccine on baby ’ s ( 6 months ) ... who would allow them to experiment on their baby ? ? ?,none
9058,1338547064062545921t,"Didnt they say if you already caught covid you are immune to it , why i need a vaccine ?",unnecessary
3481,1338698225335881728t," First vaccine is Russian . And your “ vaccine ” caused people blind . Be happy , nerd .",side-effect
4864,1373995149919977472t,""" States with high vaccination rates may indicate vaccination is spawning viral mutations that turn vaccinated individuals into superspreaders . The vaccine suppresses symptoms but fails to halt transmission . """,ineffective
9664,1364679777299406855t," Followers of Scientism claim to love science , but when someone questions our current understanding of a particular vaccine , they shut them down . Asking questions is how science advances . They are more anti - science than anti - vaxxers .",none
7406,1332896361038163968t,"💉 SERIAL 🔪 🤑 🗡 ️KILLER 😷 RT  .  last week said their vaccine 95 % effective but yesterday said might be 0 % effective So answer somewhere between 0 % & 95 % , plus side effects , that they refuse to discuss Good chat , not a Ponzi Scheme at all ! 😉 ",ineffective side-effect
8846,1339565303995400193t, Well you are going to be sick from COVID - 19 or it ’ s vaccine .. so hey eat created pork ... unless you ’ re Jewish and devout,side-effect
6817,1437319006726365184t,"  “ What else do you want him to do ” ? Are you serious ? He has removed every public safety measure we had in place . Double vaccinated people can both catch and spread the virus , and people can still get very unwell with it .",ineffective
9809,1376526430935384066t,"  Vaers report full of horror stories about Moderna deaths . I think the public deserves to know if even one fourth of the stories are true but being a victim of the 1976 swine flu vaccine , the government is NEVER honest about vaccines .",side-effect
9893,1399640610395627520t,12 Canadian children were given the unapproved Moderna vaccine by mistake ,rushed
5597,1337330616891805697t,  And what do you think may be in that syringe .. not the Pfizer vaccine .. I'm pretty sure no head of state .. despite all the fanfare will be having that stuff pumped into their arms ...,ingredients
1122,1334404476929765377t,"    Aye course , coming from people who literally worship a bloody pharmaceutical product like it's Martin Luther King or Mother Theresa . Get a fucking grip , Pfizer are a goddam criminal enterprise , provably so",pharma
